ticker,concept,end,value,yoy_growth
MSFT,NetIncomeLoss_TTM,2015-06-30,12193000000.0,
MSFT,NetIncomeLoss_TTM,2015-09-30,12555000000.0,
MSFT,NetIncomeLoss_TTM,2015-12-31,11710000000.0,
MSFT,NetIncomeLoss_TTM,2016-03-31,10481000000.0,
MSFT,NetIncomeLoss_TTM,2016-06-30,16798000000.0,
MSFT,NetIncomeLoss_TTM,2016-09-30,17563000000.0,
MSFT,NetIncomeLoss_TTM,2016-12-31,18812000000.0,
MSFT,NetIncomeLoss_TTM,2017-03-31,20542000000.0,
MSFT,NetIncomeLoss_TTM,2017-06-30,25489000000.0,
MSFT,NetIncomeLoss_TTM,2017-09-30,26398000000.0,
MSFT,NetIncomeLoss_TTM,2017-12-31,13829000000.0,
MSFT,NetIncomeLoss_TTM,2018-03-31,15767000000.0,
MSFT,NetIncomeLoss_TTM,2018-06-30,16571000000.0,
MSFT,NetIncomeLoss_TTM,2018-09-30,18819000000.0,
MSFT,NetIncomeLoss_TTM,2018-12-31,33541000000.0,
MSFT,NetIncomeLoss_TTM,2019-03-31,34926000000.0,
MSFT,NetIncomeLoss_TTM,2019-06-30,39240000000.0,
MSFT,NetIncomeLoss_TTM,2019-09-30,41094000000.0,
MSFT,NetIncomeLoss_TTM,2019-12-31,44323000000.0,
MSFT,NetIncomeLoss_TTM,2020-03-31,46266000000.0,
